harness: compiled 257 main sources (incl. 57 stand-ins) and 114 test sources of 116 into /tmp/claude-0/-home-user-CreateChemE/cfcc6b94-4f24-5f12-ba62-46e9aaaec421/scratchpad/harness-wp5
=== harness science (repo /home/user/CreateChemE, 5a375ea)
PHASE_PORT_PRIORITY_SLICE overflow-0.1 20 gas=0.1984217931613472 oil=0.0 water=0.8015782068386528 P=101628.50985106007->101628.92009687962 T=298.15039156957835 outGas=3.509070771115758E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 21 gas=0.1981120835626458 oil=0.0 water=0.8018879164373542 P=101628.92009687962->101629.23963996842 T=298.1504084211593 outGas=3.511142014706443E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 22 gas=0.19780237663315092 oil=0.0 water=0.802197623366849 P=101629.23963996842->101629.48825200167 T=298.15042525156014 outGas=3.512752769264915E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 23 gas=0.19749267233800655 oil=0.0 water=0.8025073276619934 P=101629.48825200167->101629.6814041807 T=298.1504420625668 outGas=3.5140037516569254E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 24 gas=0.1971829706499803 oil=0.0 water=0.8028170293500198 P=101629.6814041807->101629.83120221914 T=298.15045885557845 outGas=3.514973660847454E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 25 gas=0.19687327154779832 oil=0.0 water=0.8031267284522016 P=101629.83120221914->101629.94711749272 T=298.1504756316911 outGas=3.5157240038164806E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 26 gas=0.19656357501484906 oil=0.0 water=0.803436424985151 P=101629.94711749272->101630.03655915643 T=298.15049239176415 outGas=3.516302855202758E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 27 gas=0.1962538810381665 oil=0.0 water=0.8037461189618336 P=101630.03655915643->101630.1053220182 T=298.1505091364712 outGas=3.51674779036016E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 28 gas=0.19594418960762852 oil=0.0 water=0.8040558103923714 P=101630.1053220182->101630.15793724674 T=298.1505258663425 outGas=3.51708817590769E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 29 gas=0.19563450071534136 oil=0.0 water=0.8043654992846585 P=101630.15793724674->101630.19794701882 T=298.1505425817946 outGas=3.5173469597367363E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 30 gas=0.19532481435514715 oil=0.0 water=0.804675185644853 P=101630.19794701882->101630.22811962015 T=298.1505592831561 outGas=3.517542070627282E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 31 gas=0.19501513052224603 oil=0.0 water=0.8049848694777539 P=101630.22811962015->101630.25061789172 T=298.15057597068613 outGas=3.517687512885949E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 32 gas=0.19470544921289543 oil=0.0 water=0.8052945507871047 P=101630.25061789172->101630.26713113257 T=298.1505926445906 outGas=3.517794222654251E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 33 gas=0.19439577042418213 oil=0.0 water=0.8056042295758179 P=101630.26713113257->101630.27897836114 T=298.1506093050334 outGas=3.517870737757427E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 34 gas=0.19408609415383468 oil=0.0 water=0.8059139058461653 P=101630.27897836114->101630.28718914717 T=298.1506259521448 outGas=3.5179237217384385E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 35 gas=0.19377642040008586 oil=0.0 water=0.8062235795999142 P=101630.28718914717->101630.29256686306 T=298.1506425860303 outGas=3.5179583737237653E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 36 gas=0.1934667491615593 oil=0.0 water=0.8065332508384407 P=101630.29256686306->101630.29573817 T=298.1506592067749 outGas=3.517978748977258E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 37 gas=0.19315708043718557 oil=0.0 water=0.8068429195628144 P=101630.29573817->101630.29719172098 T=298.1506758144485 outGas=3.5179880095306576E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 38 gas=0.19284741422613128 oil=0.0 water=0.8071525857738687 P=101630.29719172098->101630.29730842446 T=298.1506924091083 outGas=3.5179886201234086E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 39 gas=0.19253775052774902 oil=0.0 water=0.807462249472251 P=101630.29730842446->101630.2963850975 T=298.1507089908027 outGas=3.5179825013163476E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 40 gas=0.1922280893415355 oil=0.0 water=0.8077719106584644 P=101630.2963850975->101630.29465294999 T=298.1507255595725 outGas=3.517971149129331E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 41 gas=0.19191843066710057 oil=0.0 water=0.8080815693328994 P=101630.29465294999->101630.29229202187 T=298.1507421154519 outGas=3.5179557284780133E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 42 gas=0.19160877450413957 oil=0.0 water=0.8083912254958604 P=101630.29229202187->101630.28944246015 T=298.1507586584717 outGas=3.5179371461501076E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 43 gas=0.19129912085241696 oil=0.0 water=0.808700879147583 P=101630.28944246015->101630.28621331813 T=298.15077518865917 outGas=3.5179161077451837E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 44 gas=0.190989469711749 oil=0.0 water=0.809010530288251 P=101630.28621331813->101630.28268942416 T=298.1507917060381 outGas=3.5178931621212786E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 45 gas=0.19067982108199405 oil=0.0 water=0.8093201789180059 P=101630.28268942416->101630.27893673893 T=298.15080821063043 outGas=3.517868736057229E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 46 gas=0.19037017496304146 oil=0.0 water=0.8096298250369585 P=101630.27893673893->101630.27500653447 T=298.1508247024572 outGas=3.517843161294725E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 47 gas=0.19006053135480544 oil=0.0 water=0.8099394686451945 P=101630.27500653447->101630.27093864998 T=298.1508411815372 outGas=3.5178166956028575E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 48 gas=0.18975089025722006 oil=0.0 water=0.8102491097427799 P=101630.27093864998->101630.26676402971 T=298.1508576478882 outGas=3.517789539198891E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 49 gas=0.18944125167023387 oil=0.0 water=0.810558748329766 P=101630.26676402971->101630.26250670112 T=298.150874101528 outGas=3.5177618475469244E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 50 gas=0.18913161559380542 oil=0.0 water=0.8108683844061946 P=101630.26250670112->101630.25818531428 T=298.1508905424733 outGas=3.5177337413192455E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 51 gas=0.1888219820279048 oil=0.0 water=0.8111780179720952 P=101630.25818531428->101630.25381433847 T=298.15090697074027 outGas=3.5177053141368666E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 52 gas=0.18851235097250751 oil=0.0 water=0.8114876490274925 P=101630.25381433847->101630.24940499668 T=298.15092338634474 outGas=3.5176766386167793E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 53 gas=0.18820272242759517 oil=0.0 water=0.8117972775724048 P=101630.24940499668->101630.24496598996 T=298.1509397893022 outGas=3.5176477710585635E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 54 gas=0.1878930963931521 oil=0.0 water=0.8121069036068479 P=101630.24496598996->101630.24050406311 T=298.1509561796284 outGas=3.51761875510409E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 55 gas=0.18758347286916827 oil=0.0 water=0.8124165271308318 P=101630.24050406311->101630.23602443961 T=298.15097255733804 outGas=3.51758962455165E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 56 gas=0.18727385185563367 oil=0.0 water=0.8127261481443664 P=101630.23602443961->101630.23153116659 T=298.15098892244623 outGas=3.517560405588734E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 57 gas=0.18696423335254167 oil=0.0 water=0.8130357666474584 P=101630.23153116659->101630.22702737631 T=298.15100527496776 outGas=3.517531118482625E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 58 gas=0.18665461735988703 oil=0.0 water=0.8133453826401129 P=101630.22702737631->101630.22251549292 T=298.1510216149175 outGas=3.5175017789186884E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 59 gas=0.18634500387766478 oil=0.0 water=0.8136549961223353 P=101630.22251549292->101630.21799739194 T=298.1510379423101 outGas=3.517472399033074E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 60 gas=0.18603539290587218 oil=0.0 water=0.8139646070941278 P=101630.21799739194->101630.21347452319 T=298.15105425716047 outGas=3.517442988206634E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 61 gas=0.18572578444450655 oil=0.0 water=0.8142742155554934 P=101630.21347452319->101630.20894800765 T=298.1510705594833 outGas=3.5174135536933826E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 62 gas=0.18541617849356454 oil=0.0 water=0.8145838215064354 P=101630.20894800765->101630.2044187116 T=298.15108684929197 outGas=3.51738410109876E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 63 gas=0.18510657505304573 oil=0.0 water=0.8148934249469543 P=101630.2044187116->101630.19988730382 T=298.1511031266024 outGas=3.517354634749509E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 64 gas=0.18479697412294735 oil=0.0 water=0.8152030258770526 P=101630.19988730382->101630.19535430097 T=298.15111939142776 outGas=3.517325157989689E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 65 gas=0.1844873757032691 oil=0.0 water=0.8155126242967309 P=101630.19535430097->101630.19082010147 T=298.15113564378305 outGas=3.517295673396657E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 66 gas=0.18417777979400976 oil=0.0 water=0.8158222202059903 P=101630.19082010147->101630.1862850129 T=298.1511518836828 outGas=3.5172661829610514E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 67 gas=0.18386818639516764 oil=0.0 water=0.8161318136048323 P=101630.1862850129->101630.18174927271 T=298.1511681111412 outGas=3.517236688219103E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
PHASE_PORT_PRIORITY_SLICE overflow-0.1 68 gas=0.18355859550674306 oil=0.0 water=0.816441404493257 P=101630.18174927271->101630.17721306309 T=298.1511843261723 outGas=3.5172071903493123E-4 outOil=0.0 outWater=0.0 in=0.0 accepted=1 rejected=0 reasons={} modes=[PASSIVE, PASSIVE]
