| case | ms | accepted | rejected | rejected by | Newton solves | Newton/accepted | iter/Newton | backtracks | Jacobians | LU ms | companion solves/filters | rate builds | seed calls/flashes | flashes | alloc MB |
|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|
| 0.05:4:false | 111 | 160 | 0 | - | 163 | 1.02 | 3.22 | 25 | 55 | 0.7 | 0/0 | 0 | 1/248 | 1298 | 90 |
| 0.05:4:true | 84 | 160 | 0 | - | 165 | 1.03 | 2.10 | 86 | 35 | 0.5 | 0/0 | 0 | 1/248 | 1278 | 85 |
| 0.05:5:false | 79 | 160 | 0 | - | 162 | 1.01 | 2.56 | 38 | 27 | 0.4 | 0/0 | 0 | 1/248 | 1337 | 89 |
| 0.05:5:true | 78 | 160 | 0 | - | 167 | 1.04 | 2.07 | 61 | 35 | 0.6 | 0/0 | 0 | 1/248 | 1290 | 87 |
| 0.05:6:false | 104 | 160 | 0 | - | 246 | 1.54 | 8.32 | 15 | 135 | 1.6 | 0/0 | 0 | 1/248 | 1520 | 130 |
| 0.05:6:true | 94 | 161 | 1 | newton 1 | 273 | 1.70 | 5.59 | 175 | 63 | 1.1 | 0/0 | 0 | 1/248 | 1584 | 126 |
| 0.02:4:false | 83 | 160 | 0 | - | 163 | 1.02 | 6.02 | 12 | 30 | 0.6 | 0/0 | 0 | 1/248 | 1545 | 103 |
| 0.02:4:true | 79 | 160 | 0 | - | 163 | 1.02 | 5.42 | 2 | 35 | 0.6 | 0/0 | 0 | 1/248 | 1386 | 95 |
| 0.02:5:false | 77 | 160 | 0 | - | 162 | 1.01 | 5.89 | 33 | 37 | 0.5 | 0/0 | 0 | 1/248 | 1491 | 103 |
| 0.02:5:true | 77 | 160 | 0 | - | 164 | 1.02 | 5.74 | 31 | 29 | 0.5 | 0/0 | 0 | 1/248 | 1391 | 98 |
| 0.02:6:false | 80 | 161 | 1 | newton 1 | 166 | 1.03 | 6.27 | 30 | 43 | 0.5 | 0/0 | 0 | 1/248 | 1508 | 107 |
| 0.02:6:true | 77 | 160 | 0 | - | 164 | 1.02 | 6.28 | 10 | 36 | 0.5 | 0/0 | 0 | 1/248 | 1384 | 101 |
| transient total | 1023 | 1922 | 2 | newton 2 | 2158 | 1.12 | 5.11 | 518 | 560 | 8.2 | 0/0 | 0 | 12/2976 | 17012 | 1213 |
| static total (32 cases) | 635 | 35 | 3 | newton 3 | 72 | 2.06 | 10.47 | 432 | 159 | 11.1 | 0/0 | 0 | 36/8928 | 9354 | 416 |
| run / case | ms | accepted | rejected | Newton solves | iter/solve | Jacobians | solves opened preconditioned | residual evals | state calls | flashes (Newton-check/reconstructed-check/failed-pass/trace-seed/cold-seed) | flash ms (checks + trace seeds) | cold seed ms / cold rate-solve ms | Jacobian ms | reconstruct ms | alloc MB | Newton MB (Jacobian MB) | phase-check MB | reconstruct MB | conservation MB | predicted solves |
| static:5:102325.0:false:true | 15 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 300 | 262 (2/2/0/0/248) | 0.1 | 13.8 / 14.5 | 0.2 | 0.2 | 11.1 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:6:102325.0:false:true | 16 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 302 | 264 (2/2/0/0/248) | 0.1 | 14.7 / 15.4 | 0.2 | 0.1 | 11.4 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:3:150000.0:false:true | 14 | 1 | 0 | 3 | 9.67 | 8 | 0 | 67 | 361 | 259 (3/2/0/0/248) | 0.2 | 11.9 / 13.3 | 0.4 | 0.2 | 10.9 | 0.5 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:4:150000.0:false:true | 14 | 1 | 0 | 2 | 10.00 | 3 | 1 | 22 | 297 | 260 (2/2/0/0/248) | 0.1 | 12.5 / 13.2 | 0.2 | 0.1 | 10.8 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:5:150000.0:false:true | 17 | 1 | 0 | 2 | 10.50 | 4 | 1 | 27 | 308 | 262 (2/2/0/0/248) | 0.1 | 15.0 / 15.8 | 0.3 | 0.2 | 11.1 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:6:150000.0:false:true | 16 | 1 | 0 | 2 | 10.00 | 3 | 1 | 22 | 301 | 264 (2/2/0/0/248) | 0.1 | 14.2 / 14.9 | 0.2 | 0.1 | 11.4 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:3:102325.0:true:false | 12 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 296 | 258 (2/2/0/0/248) | 0.1 | 10.7 / 11.3 | 0.2 | 0.1 | 10.5 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:4:102325.0:true:false | 13 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 298 | 260 (2/2/0/0/248) | 0.2 | 11.8 / 12.6 | 0.3 | 0.2 | 10.8 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:5:102325.0:true:false | 15 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 300 | 262 (2/2/0/0/248) | 0.1 | 13.3 / 14.0 | 0.2 | 0.1 | 11.1 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:6:102325.0:true:false | 16 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 302 | 264 (2/2/0/0/248) | 0.1 | 14.2 / 14.9 | 0.2 | 0.1 | 11.4 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:3:150000.0:true:false | 12 | 1 | 0 | 2 | 10.00 | 3 | 1 | 22 | 295 | 258 (2/2/0/0/248) | 0.1 | 10.8 / 11.2 | 0.1 | 0.1 | 10.5 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:4:150000.0:true:false | 13 | 1 | 0 | 2 | 9.50 | 4 | 1 | 21 | 300 | 260 (2/2/0/0/248) | 0.1 | 11.8 / 12.5 | 0.1 | 0.1 | 10.8 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:5:150000.0:true:false | 14 | 1 | 0 | 2 | 10.00 | 3 | 1 | 22 | 299 | 262 (2/2/0/0/248) | 0.1 | 13.0 / 13.5 | 0.1 | 0.1 | 11.1 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:6:150000.0:true:false | 16 | 1 | 0 | 2 | 10.00 | 3 | 1 | 22 | 301 | 264 (2/2/0/0/248) | 0.1 | 14.3 / 15.0 | 0.1 | 0.2 | 11.4 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:3:102325.0:true:true | 12 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 296 | 258 (2/2/0/0/248) | 0.2 | 10.7 / 11.2 | 0.1 | 0.1 | 10.5 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:4:102325.0:true:true | 13 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 298 | 260 (2/2/0/0/248) | 0.1 | 11.6 / 12.1 | 0.1 | 0.1 | 10.8 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:5:102325.0:true:true | 14 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 300 | 262 (2/2/0/0/248) | 0.1 | 12.6 / 13.2 | 0.1 | 0.1 | 11.1 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:6:102325.0:true:true | 15 | 1 | 0 | 2 | 10.00 | 3 | 1 | 22 | 301 | 264 (2/2/0/0/248) | 0.1 | 13.8 / 14.4 | 0.1 | 0.1 | 11.4 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:3:150000.0:true:true | 80 | 4 | 3 (newton 3) | 9 | 10.89 | 53 | 0 | 490 | 1970 | 1259 (5/4/4/0/1240) | 0.5 | 57.5 / 14.8 | 1.4 | 0.3 | 63.9 | 5.7 (0.6) | 0.6 | 0.1 | 0.0 | 0 |
| static:4:150000.0:true:true | 14 | 1 | 0 | 2 | 11.00 | 5 | 0 | 24 | 307 | 260 (2/2/0/0/248) | 0.1 | 12.5 / 13.1 | 0.1 | 0.1 | 12.3 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:5:150000.0:true:true | 15 | 1 | 0 | 2 | 10.00 | 3 | 1 | 22 | 299 | 262 (2/2/0/0/248) | 0.1 | 13.6 / 14.1 | 0.1 | 0.1 | 12.6 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:6:150000.0:true:true | 16 | 1 | 0 | 2 | 10.00 | 3 | 1 | 22 | 301 | 264 (2/2/0/0/248) | 0.1 | 14.7 / 15.2 | 0.1 | 0.1 | 12.9 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| 0.05:4:false | 111 | 160 | 0 | 163 | 3.22 | 55 | 91 | 713 | 5018 | 1298 (487/481/0/73/248) | 32.2 | 12.6 / 13.3 | 3.9 | 6.8 | 90.0 | 13.8 (2.3) | 42.2 | 4.0 | 0.6 | 0 |
| 0.05:4:true | 84 | 160 | 0 | 165 | 2.10 | 35 | 125 | 597 | 4453 | 1278 (493/481/0/47/248) | 30.9 | 11.7 / 12.2 | 4.7 | 3.7 | 85.0 | 11.3 (1.6) | 42.4 | 4.0 | 0.6 | 0 |
| 0.05:5:false | 79 | 160 | 0 | 162 | 2.56 | 27 | 79 | 615 | 4416 | 1337 (484/481/0/113/248) | 33.4 | 12.9 / 13.5 | 2.3 | 3.0 | 89.2 | 10.9 (1.1) | 42.0 | 4.1 | 0.6 | 0 |
| 0.05:5:true | 78 | 160 | 0 | 167 | 2.07 | 35 | 132 | 573 | 4393 | 1290 (499/481/0/51/248) | 31.9 | 12.8 / 13.3 | 3.1 | 2.5 | 86.9 | 10.8 (1.5) | 42.7 | 4.1 | 0.6 | 0 |
| 0.05:6:false | 104 | 160 | 0 | 246 | 8.32 | 135 | 236 | 2308 | 10987 | 1520 (736/481/0/42/248) | 42.6 | 14.7 / 15.3 | 4.9 | 2.9 | 129.6 | 40.4 (4.9) | 53.0 | 4.2 | 0.5 | 0 |
| 0.05:6:true | 94 | 161 | 1 (newton 1) | 273 | 5.59 | 63 | 257 | 1975 | 9238 | 1584 (814/484/3/22/248) | 41.0 | 14.3 / 14.7 | 2.2 | 2.7 | 125.5 | 33.0 (2.4) | 56.6 | 4.3 | 0.5 | 0 |
| 0.02:4:false | 83 | 160 | 0 | 163 | 6.02 | 30 | 159 | 1157 | 6299 | 1545 (487/481/0/320/248) | 42.8 | 11.9 / 12.4 | 1.4 | 2.9 | 102.8 | 18.6 (1.1) | 42.1 | 3.9 | 0.5 | 0 |
| 0.02:4:true | 79 | 160 | 0 | 163 | 5.42 | 35 | 150 | 1048 | 5908 | 1386 (487/481/0/161/248) | 37.9 | 14.5 / 15.0 | 1.5 | 2.8 | 94.6 | 17.3 (1.3) | 42.1 | 3.9 | 0.5 | 0 |
| 0.02:5:false | 77 | 160 | 0 | 162 | 5.89 | 37 | 158 | 1149 | 6294 | 1491 (484/481/0/267/248) | 38.9 | 13.0 / 13.5 | 1.4 | 2.6 | 102.7 | 18.8 (1.4) | 42.0 | 4.1 | 0.5 | 0 |
| 0.02:5:true | 77 | 160 | 0 | 164 | 5.74 | 29 | 148 | 1137 | 6091 | 1391 (490/481/0/161/248) | 37.4 | 14.9 / 15.2 | 1.3 | 2.6 | 98.1 | 18.5 (1.1) | 42.3 | 4.1 | 0.5 | 0 |
| 0.02:6:false | 80 | 161 | 1 (newton 1) | 166 | 6.27 | 43 | 158 | 1236 | 6668 | 1508 (493/484/3/267/248) | 39.1 | 14.3 / 14.9 | 1.5 | 2.7 | 107.4 | 20.7 (1.6) | 42.6 | 4.3 | 0.5 | 0 |
| 0.02:6:true | 77 | 160 | 0 | 164 | 6.28 | 36 | 149 | 1204 | 6386 | 1384 (490/481/0/152/248) | 36.1 | 14.6 / 14.9 | 1.3 | 2.4 | 101.3 | 20.1 (1.4) | 42.2 | 4.3 | 0.5 | 0 |
| run96e transient (12) | 1023 | 1922 | 2 (newton 2) | 2158 | 5.11 | 560 | 1842 | 13712 | 76151 | 17012 (6444/5778/6/1676/2976) | 444.2 | 162.3 / 168.3 | 29.5 | 37.5 | 1213.1 | 234.3 (21.7) | 532.3 | 49.3 | 6.3 | 0 |
| run96e static (32) | 635 | 35 | 3 (newton 3) | 72 | 10.47 | 159 | 29 | 1258 | 11350 | 9354 (68/66/4/0/8928) | 5.1 | 483.0 / 491.1 | 16.1 | 6.2 | 416.0 | 12.8 (2.9) | 5.5 | 1.3 | 0.2 | 0 |
