| case | ms | accepted | rejected | rejected by | Newton solves | Newton/accepted | iter/Newton | backtracks | Jacobians | LU ms | companion solves/filters | rate builds | seed calls/flashes | flashes | alloc MB |
|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|
| 0.05:4:false | 55 | 24 | 5 | newton 2, be-state 3 | 30 | 1.25 | 7.40 | 114 | 39 | 0.7 | 0/0 | 0 | 1/248 | 480 | 33 |
| 0.05:4:true | 37 | 22 | 3 | be-state 3 | 26 | 1.18 | 7.92 | 51 | 30 | 0.5 | 0/0 | 0 | 1/248 | 438 | 28 |
| 0.05:5:false | 42 | 26 | 7 | newton 5, be-state 2 | 35 | 1.35 | 8.91 | 160 | 58 | 0.6 | 0/0 | 0 | 1/248 | 505 | 36 |
| 0.05:5:true | 33 | 22 | 3 | be-state 3 | 27 | 1.23 | 8.41 | 71 | 40 | 0.4 | 0/0 | 0 | 1/248 | 443 | 29 |
| 0.05:6:false | 35 | 24 | 5 | newton 3, be-state 2 | 33 | 1.38 | 8.76 | 109 | 53 | 0.6 | 0/0 | 0 | 1/248 | 491 | 34 |
| 0.05:6:true | 29 | 22 | 3 | newton 2, be-state 1 | 29 | 1.32 | 8.41 | 55 | 46 | 0.5 | 0/0 | 0 | 1/248 | 445 | 30 |
| 0.02:4:false | 20 | 15 | 0 | - | 16 | 1.07 | 8.88 | 10 | 15 | 0.2 | 0/0 | 0 | 1/248 | 379 | 22 |
| 0.02:4:true | 21 | 15 | 0 | - | 16 | 1.07 | 8.88 | 4 | 18 | 0.2 | 0/0 | 0 | 1/248 | 365 | 21 |
| 0.02:5:false | 24 | 17 | 1 | newton 1 | 20 | 1.18 | 9.80 | 83 | 35 | 0.4 | 0/0 | 0 | 1/248 | 405 | 26 |
| 0.02:5:true | 22 | 16 | 1 | newton 1 | 19 | 1.19 | 9.11 | 64 | 26 | 0.2 | 0/0 | 0 | 1/248 | 381 | 24 |
| 0.02:6:false | 25 | 16 | 0 | - | 20 | 1.25 | 9.10 | 77 | 27 | 0.2 | 0/0 | 0 | 1/248 | 400 | 25 |
| 0.02:6:true | 23 | 15 | 0 | - | 19 | 1.27 | 8.53 | 32 | 27 | 0.2 | 0/0 | 0 | 1/248 | 378 | 24 |
| transient total | 366 | 234 | 28 | newton 14, be-state 14 | 290 | 1.24 | 8.61 | 830 | 414 | 4.8 | 0/0 | 0 | 12/2976 | 5110 | 329 |
| static total (32 cases) | 642 | 33 | 1 | newton 1 | 68 | 2.06 | 10.54 | 358 | 139 | 13.2 | 0/0 | 0 | 34/8432 | 8852 | 391 |
| run / case | ms | accepted | rejected | Newton solves | iter/solve | Jacobians | solves opened preconditioned | residual evals | state calls | flashes (Newton-check/reconstructed-check/failed-pass/trace-seed/cold-seed) | flash ms (checks + trace seeds) | cold seed ms / cold rate-solve ms | Jacobian ms | reconstruct ms | alloc MB | Newton MB (Jacobian MB) | phase-check MB | reconstruct MB | conservation MB | predicted solves |
| static:5:102325.0:false:true | 16 | 1 | 0 | 2 | 10.00 | 3 | 1 | 30 | 307 | 262 (2/2/0/0/248) | 0.1 | 13.7 / 14.4 | 0.3 | 0.2 | 11.2 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:6:102325.0:false:true | 17 | 1 | 0 | 2 | 8.50 | 3 | 1 | 22 | 301 | 264 (2/2/0/0/248) | 0.1 | 14.9 / 15.8 | 0.3 | 0.2 | 11.4 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:3:150000.0:false:true | 14 | 1 | 0 | 3 | 9.67 | 8 | 0 | 67 | 361 | 259 (3/2/0/0/248) | 0.2 | 12.1 / 13.6 | 0.4 | 0.3 | 10.9 | 0.5 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:4:150000.0:false:true | 14 | 1 | 0 | 2 | 10.00 | 5 | 1 | 25 | 308 | 260 (2/2/0/0/248) | 0.1 | 12.7 / 13.5 | 0.3 | 0.1 | 10.9 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:5:150000.0:false:true | 17 | 1 | 0 | 2 | 15.00 | 6 | 1 | 69 | 358 | 262 (2/2/0/0/248) | 0.1 | 13.1 / 13.8 | 0.5 | 0.2 | 11.4 | 0.5 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:6:150000.0:false:true | 16 | 1 | 0 | 2 | 9.00 | 3 | 1 | 23 | 302 | 264 (2/2/0/0/248) | 0.1 | 14.2 / 15.2 | 0.4 | 0.2 | 11.4 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:3:102325.0:true:false | 13 | 1 | 0 | 2 | 10.00 | 3 | 1 | 29 | 302 | 258 (2/2/0/0/248) | 0.1 | 11.2 / 11.8 | 0.2 | 0.1 | 10.6 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:4:102325.0:true:false | 14 | 1 | 0 | 2 | 11.00 | 3 | 1 | 32 | 307 | 260 (2/2/0/0/248) | 0.1 | 12.3 / 12.9 | 0.2 | 0.1 | 10.9 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:5:102325.0:true:false | 15 | 1 | 0 | 2 | 11.50 | 3 | 1 | 33 | 310 | 262 (2/2/0/0/248) | 0.1 | 13.2 / 13.9 | 0.2 | 0.2 | 11.1 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:6:102325.0:true:false | 16 | 1 | 0 | 2 | 11.50 | 3 | 1 | 33 | 312 | 264 (2/2/0/0/248) | 0.1 | 14.3 / 15.0 | 0.2 | 0.1 | 11.4 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:3:150000.0:true:false | 12 | 1 | 0 | 2 | 10.00 | 3 | 1 | 30 | 303 | 258 (2/2/0/0/248) | 0.1 | 11.3 / 11.9 | 0.1 | 0.1 | 10.6 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:4:150000.0:true:false | 15 | 1 | 0 | 2 | 11.00 | 4 | 1 | 32 | 311 | 260 (2/2/0/0/248) | 0.1 | 13.3 / 13.9 | 0.1 | 0.1 | 10.9 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:5:150000.0:true:false | 15 | 1 | 0 | 2 | 11.50 | 3 | 1 | 33 | 310 | 262 (2/2/0/0/248) | 0.1 | 13.2 / 14.0 | 0.2 | 0.2 | 11.1 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:6:150000.0:true:false | 17 | 1 | 0 | 2 | 11.50 | 3 | 1 | 33 | 312 | 264 (2/2/0/0/248) | 0.2 | 14.9 / 15.6 | 0.2 | 0.2 | 11.4 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:3:102325.0:true:true | 12 | 1 | 0 | 2 | 10.00 | 3 | 1 | 30 | 303 | 258 (2/2/0/0/248) | 0.1 | 11.1 / 11.5 | 0.1 | 0.1 | 10.6 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:4:102325.0:true:true | 16 | 1 | 0 | 2 | 11.00 | 3 | 1 | 32 | 307 | 260 (2/2/0/0/248) | 0.2 | 12.1 / 12.8 | 0.2 | 0.2 | 11.1 | 0.5 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:5:102325.0:true:true | 15 | 1 | 0 | 2 | 11.50 | 3 | 1 | 33 | 310 | 262 (2/2/0/0/248) | 0.1 | 12.9 / 13.6 | 0.1 | 0.2 | 11.2 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:6:102325.0:true:true | 15 | 1 | 0 | 2 | 11.50 | 3 | 1 | 33 | 312 | 264 (2/2/0/0/248) | 0.1 | 13.9 / 14.4 | 0.1 | 0.1 | 11.4 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:3:150000.0:true:true | 47 | 2 | 1 (newton 1) | 5 | 12.40 | 28 | 0 | 192 | 1064 | 757 (3/2/2/0/744) | 0.3 | 34.7 / 13.6 | 1.0 | 0.2 | 37.6 | 2.3 (0.3) | 0.3 | 0.0 | 0.0 | 0 |
| static:4:150000.0:true:true | 14 | 1 | 0 | 2 | 11.00 | 5 | 0 | 24 | 307 | 260 (2/2/0/0/248) | 0.1 | 12.3 / 13.0 | 0.1 | 0.1 | 12.3 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:5:150000.0:true:true | 15 | 1 | 0 | 2 | 10.50 | 4 | 1 | 24 | 305 | 262 (2/2/0/0/248) | 0.1 | 13.6 / 14.2 | 0.1 | 0.2 | 12.6 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:6:150000.0:true:true | 16 | 1 | 0 | 2 | 10.50 | 4 | 1 | 24 | 307 | 264 (2/2/0/0/248) | 0.1 | 14.6 / 15.2 | 0.1 | 0.1 | 12.9 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| 0.05:4:false | 55 | 24 | 5 (newton 2, be-state 3) | 30 | 7.40 | 39 | 19 | 366 | 2175 | 480 (82/82/6/53/248) | 7.7 | 14.0 / 14.8 | 3.2 | 2.1 | 32.7 | 7.2 (1.6) | 7.4 | 0.7 | 0.1 | 0 |
| 0.05:4:true | 37 | 22 | 3 (be-state 3) | 26 | 7.92 | 30 | 22 | 283 | 1795 | 438 (76/76/0/29/248) | 6.9 | 13.8 / 14.4 | 2.3 | 2.0 | 27.5 | 5.7 (1.2) | 6.6 | 0.6 | 0.1 | 0 |
| 0.05:5:false | 42 | 26 | 7 (newton 5, be-state 2) | 35 | 8.91 | 58 | 19 | 507 | 2843 | 505 (88/85/15/58/248) | 7.5 | 14.8 / 15.9 | 5.0 | 1.6 | 35.5 | 9.9 (2.2) | 8.2 | 0.7 | 0.1 | 0 |
| 0.05:5:true | 33 | 22 | 3 (be-state 3) | 27 | 8.41 | 40 | 21 | 325 | 2046 | 443 (79/76/0/29/248) | 5.5 | 12.6 / 13.1 | 4.9 | 0.7 | 29.3 | 6.8 (1.6) | 6.8 | 0.7 | 0.1 | 0 |
| 0.05:6:false | 35 | 24 | 5 (newton 3, be-state 2) | 33 | 8.76 | 53 | 22 | 431 | 2538 | 491 (88/79/9/54/248) | 7.1 | 13.8 / 14.1 | 2.3 | 0.8 | 33.7 | 8.5 (1.9) | 7.7 | 0.7 | 0.1 | 0 |
| 0.05:6:true | 29 | 22 | 3 (newton 2, be-state 1) | 29 | 8.41 | 46 | 19 | 328 | 2117 | 445 (79/70/6/29/248) | 5.5 | 14.1 / 14.6 | 1.6 | 0.7 | 29.6 | 6.8 (1.7) | 6.8 | 0.6 | 0.1 | 0 |
| 0.02:4:false | 20 | 15 | 0 | 16 | 8.88 | 15 | 13 | 168 | 1116 | 379 (46/46/0/30/248) | 3.7 | 11.8 / 12.3 | 0.5 | 0.6 | 21.5 | 3.0 (0.5) | 4.0 | 0.4 | 0.1 | 0 |
| 0.02:4:true | 21 | 15 | 0 | 16 | 8.88 | 18 | 11 | 162 | 1155 | 365 (46/46/0/16/248) | 3.3 | 12.0 / 12.4 | 0.7 | 0.6 | 21.0 | 3.1 (0.7) | 4.0 | 0.4 | 0.1 | 0 |
| 0.02:5:false | 24 | 17 | 1 (newton 1) | 20 | 9.80 | 35 | 14 | 299 | 1776 | 405 (55/52/3/36/248) | 4.4 | 12.8 / 13.3 | 1.0 | 0.5 | 25.8 | 5.7 (1.2) | 4.8 | 0.5 | 0.1 | 0 |
| 0.02:5:true | 22 | 16 | 1 (newton 1) | 19 | 9.11 | 26 | 12 | 256 | 1558 | 381 (52/49/3/18/248) | 3.9 | 12.6 / 13.0 | 0.8 | 0.5 | 23.9 | 4.9 (1.0) | 4.5 | 0.4 | 0.1 | 0 |
| 0.02:6:false | 25 | 16 | 0 | 20 | 9.10 | 27 | 14 | 279 | 1630 | 400 (58/49/0/32/248) | 4.2 | 14.0 / 14.5 | 0.8 | 0.5 | 25.4 | 5.2 (1.0) | 4.7 | 0.5 | 0.1 | 0 |
| 0.02:6:true | 23 | 15 | 0 | 19 | 8.53 | 27 | 12 | 213 | 1429 | 378 (55/46/0/16/248) | 3.4 | 14.1 / 14.5 | 0.7 | 0.4 | 23.5 | 4.3 (1.0) | 4.4 | 0.4 | 0.1 | 0 |
| run92e transient (12) | 366 | 234 | 28 (newton 14, be-state 14) | 290 | 8.61 | 414 | 198 | 3617 | 22178 | 5110 (804/756/42/400/2976) | 63.1 | 160.5 / 167.0 | 23.9 | 10.9 | 329.4 | 71.0 (15.6) | 69.8 | 6.7 | 1.0 | 0 |
| run92e static (32) | 642 | 33 | 1 (newton 1) | 68 | 10.54 | 139 | 29 | 1143 | 10647 | 8852 (66/64/2/0/8432) | 5.4 | 482.5 / 518.6 | 17.8 | 7.1 | 391.3 | 10.7 (2.7) | 5.2 | 1.3 | 0.2 | 0 |
