| case | ms | accepted | rejected | rejected by | Newton solves | Newton/accepted | iter/Newton | backtracks | Jacobians | LU ms | companion solves/filters | rate builds | seed calls/flashes | flashes | alloc MB |
|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|
| 0.05:4:false | 54 | 29 | 0 | - | 32 | 1.10 | 6.22 | 58 | 25 | 0.7 | 0/0 | 0 | 1/248 | 474 | 31 |
| 0.05:4:true | 43 | 35 | 2 | newton 1, be-state 1 | 40 | 1.14 | 5.78 | 174 | 40 | 0.6 | 0/0 | 0 | 1/248 | 513 | 35 |
| 0.05:5:false | 43 | 30 | 1 | be-state 1 | 36 | 1.20 | 6.83 | 67 | 33 | 0.4 | 0/0 | 0 | 1/248 | 516 | 34 |
| 0.05:5:true | 37 | 30 | 1 | be-state 1 | 35 | 1.17 | 5.86 | 44 | 30 | 0.4 | 0/0 | 0 | 1/248 | 475 | 31 |
| 0.05:6:false | 49 | 33 | 5 | newton 4, be-state 1 | 55 | 1.67 | 6.84 | 648 | 85 | 1.1 | 0/0 | 0 | 1/248 | 567 | 49 |
| 0.05:6:true | 48 | 30 | 1 | be-state 1 | 36 | 1.20 | 6.22 | 59 | 32 | 0.5 | 0/0 | 0 | 1/248 | 493 | 33 |
| 0.02:4:false | 31 | 20 | 0 | - | 21 | 1.05 | 8.43 | 12 | 17 | 0.2 | 0/0 | 0 | 1/248 | 419 | 25 |
| 0.02:4:true | 24 | 21 | 0 | - | 22 | 1.05 | 7.36 | 1 | 16 | 0.3 | 0/0 | 0 | 1/248 | 407 | 24 |
| 0.02:5:false | 27 | 24 | 0 | - | 26 | 1.08 | 8.08 | 12 | 23 | 0.3 | 0/0 | 0 | 1/248 | 456 | 28 |
| 0.02:5:true | 25 | 21 | 0 | - | 23 | 1.10 | 7.91 | 20 | 19 | 0.2 | 0/0 | 0 | 1/248 | 412 | 25 |
| 0.02:6:false | 29 | 24 | 0 | - | 28 | 1.17 | 7.79 | 13 | 23 | 0.2 | 0/0 | 0 | 1/248 | 464 | 29 |
| 0.02:6:true | 27 | 21 | 0 | - | 25 | 1.19 | 7.84 | 1 | 18 | 0.4 | 0/0 | 0 | 1/248 | 420 | 26 |
| transient total | 437 | 318 | 10 | newton 5, be-state 5 | 379 | 1.19 | 6.93 | 1109 | 361 | 5.1 | 0/0 | 0 | 12/2976 | 5616 | 370 |
| static total (32 cases) | 659 | 35 | 3 | newton 3 | 72 | 2.06 | 10.47 | 432 | 159 | 11.4 | 0/0 | 0 | 36/8928 | 9354 | 416 |
| run / case | ms | accepted | rejected | Newton solves | iter/solve | Jacobians | solves opened preconditioned | residual evals | state calls | flashes (Newton-check/reconstructed-check/failed-pass/trace-seed/cold-seed) | flash ms (checks + trace seeds) | cold seed ms / cold rate-solve ms | Jacobian ms | reconstruct ms | alloc MB | Newton MB (Jacobian MB) | phase-check MB | reconstruct MB | conservation MB | predicted solves |
| static:5:102325.0:false:true | 16 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 300 | 262 (2/2/0/0/248) | 0.2 | 0.0 / 0.0 | 0.3 | 0.2 | 11.1 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:6:102325.0:false:true | 17 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 302 | 264 (2/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.3 | 0.2 | 11.4 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:3:150000.0:false:true | 14 | 1 | 0 | 3 | 9.67 | 8 | 0 | 67 | 361 | 259 (3/2/0/0/248) | 0.2 | 0.0 / 0.0 | 0.4 | 0.2 | 10.9 | 0.5 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:4:150000.0:false:true | 15 | 1 | 0 | 2 | 10.00 | 3 | 1 | 22 | 297 | 260 (2/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.2 | 0.1 | 10.8 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:5:150000.0:false:true | 15 | 1 | 0 | 2 | 10.50 | 4 | 1 | 27 | 308 | 262 (2/2/0/0/248) | 0.2 | 0.0 / 0.0 | 0.3 | 0.2 | 11.1 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:6:150000.0:false:true | 16 | 1 | 0 | 2 | 10.00 | 3 | 1 | 22 | 301 | 264 (2/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.2 | 0.2 | 11.4 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:3:102325.0:true:false | 12 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 296 | 258 (2/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.3 | 0.1 | 10.5 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:4:102325.0:true:false | 13 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 298 | 260 (2/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.2 | 0.1 | 10.8 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:5:102325.0:true:false | 16 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 300 | 262 (2/2/0/0/248) | 0.2 | 0.0 / 0.0 | 0.3 | 0.2 | 11.1 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:6:102325.0:true:false | 16 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 302 | 264 (2/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.2 | 0.2 | 11.4 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:3:150000.0:true:false | 12 | 1 | 0 | 2 | 10.00 | 3 | 1 | 22 | 295 | 258 (2/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.1 | 0.1 | 10.5 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:4:150000.0:true:false | 13 | 1 | 0 | 2 | 9.50 | 4 | 1 | 21 | 300 | 260 (2/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.2 | 0.1 | 10.8 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:5:150000.0:true:false | 15 | 1 | 0 | 2 | 10.00 | 3 | 1 | 22 | 299 | 262 (2/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.2 | 0.1 | 11.1 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:6:150000.0:true:false | 16 | 1 | 0 | 2 | 10.00 | 3 | 1 | 22 | 301 | 264 (2/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.2 | 0.2 | 11.4 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:3:102325.0:true:true | 12 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 296 | 258 (2/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.1 | 0.1 | 10.5 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:4:102325.0:true:true | 13 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 298 | 260 (2/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.1 | 0.1 | 10.8 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:5:102325.0:true:true | 14 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 300 | 262 (2/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.1 | 0.1 | 11.1 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:6:102325.0:true:true | 15 | 1 | 0 | 2 | 10.00 | 3 | 1 | 22 | 301 | 264 (2/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.1 | 0.1 | 11.4 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:3:150000.0:true:true | 83 | 4 | 3 (newton 3) | 9 | 10.89 | 53 | 0 | 490 | 1970 | 1259 (5/4/4/0/1240) | 0.5 | 0.0 / 0.0 | 1.6 | 0.3 | 63.8 | 5.7 (0.6) | 0.6 | 0.1 | 0.0 | 0 |
| static:4:150000.0:true:true | 16 | 1 | 0 | 2 | 11.00 | 5 | 0 | 24 | 307 | 260 (2/2/0/0/248) | 0.2 | 0.0 / 0.0 | 0.2 | 0.2 | 12.3 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:5:150000.0:true:true | 16 | 1 | 0 | 2 | 10.00 | 3 | 1 | 22 | 299 | 262 (2/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.1 | 0.2 | 12.6 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:6:150000.0:true:true | 17 | 1 | 0 | 2 | 10.00 | 3 | 1 | 22 | 301 | 264 (2/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.1 | 0.1 | 12.9 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| 0.05:4:false | 54 | 29 | 0 | 32 | 6.22 | 25 | 20 | 289 | 1779 | 474 (94/88/0/35/248) | 9.1 | 0.0 / 0.0 | 2.2 | 2.0 | 31.4 | 5.6 (1.1) | 7.9 | 0.7 | 0.1 | 0 |
| 0.05:4:true | 43 | 35 | 2 (newton 1, be-state 1) | 40 | 5.78 | 40 | 29 | 445 | 2539 | 513 (115/109/3/29/248) | 8.6 | 0.0 / 0.0 | 3.2 | 3.1 | 34.7 | 8.2 (1.5) | 9.9 | 0.9 | 0.1 | 0 |
| 0.05:5:false | 43 | 30 | 1 (be-state 1) | 36 | 6.83 | 33 | 23 | 349 | 2089 | 516 (106/94/0/57/248) | 8.0 | 0.0 / 0.0 | 5.3 | 1.2 | 33.6 | 6.9 (1.4) | 8.7 | 0.8 | 0.1 | 0 |
| 0.05:5:true | 37 | 30 | 1 (be-state 1) | 35 | 5.86 | 30 | 22 | 284 | 1871 | 475 (103/94/0/19/248) | 6.6 | 0.0 / 0.0 | 4.6 | 0.8 | 31.0 | 6.1 (1.4) | 8.6 | 0.8 | 0.1 | 0 |
| 0.05:6:false | 49 | 33 | 5 (newton 4, be-state 1) | 55 | 6.84 | 85 | 38 | 1079 | 5003 | 567 (151/103/12/40/248) | 10.1 | 0.0 / 0.0 | 5.2 | 1.3 | 49.4 | 19.3 (3.0) | 11.6 | 0.9 | 0.1 | 0 |
| 0.05:6:true | 48 | 30 | 1 (be-state 1) | 36 | 6.22 | 32 | 21 | 319 | 2006 | 493 (106/94/0/32/248) | 7.8 | 0.0 / 0.0 | 6.4 | 1.3 | 32.9 | 6.7 (1.5) | 8.7 | 0.9 | 0.1 | 0 |
| 0.02:4:false | 31 | 20 | 0 | 21 | 8.43 | 17 | 19 | 210 | 1336 | 419 (61/61/0/40/248) | 5.8 | 0.0 / 0.0 | 2.6 | 0.9 | 24.9 | 3.9 (0.7) | 5.3 | 0.5 | 0.1 | 0 |
| 0.02:4:true | 24 | 21 | 0 | 22 | 7.36 | 16 | 18 | 185 | 1278 | 407 (64/64/0/22/248) | 4.6 | 0.0 / 0.0 | 0.6 | 0.7 | 24.0 | 3.4 (0.6) | 5.6 | 0.5 | 0.1 | 0 |
| 0.02:5:false | 27 | 24 | 0 | 26 | 8.08 | 23 | 22 | 248 | 1569 | 456 (76/73/0/48/248) | 6.1 | 0.0 / 0.0 | 0.7 | 0.6 | 27.9 | 4.5 (0.8) | 6.5 | 0.6 | 0.1 | 0 |
| 0.02:5:true | 25 | 21 | 0 | 23 | 7.91 | 19 | 18 | 225 | 1439 | 412 (67/64/0/22/248) | 4.8 | 0.0 / 0.0 | 0.7 | 0.6 | 25.4 | 4.2 (0.7) | 5.7 | 0.6 | 0.1 | 0 |
| 0.02:6:false | 29 | 24 | 0 | 28 | 7.79 | 23 | 22 | 259 | 1628 | 464 (82/73/0/48/248) | 6.3 | 0.0 / 0.0 | 0.8 | 0.8 | 29.0 | 4.8 (0.9) | 6.8 | 0.7 | 0.1 | 0 |
| 0.02:6:true | 27 | 21 | 0 | 25 | 7.84 | 18 | 18 | 222 | 1426 | 420 (73/64/0/22/248) | 4.9 | 0.0 / 0.0 | 0.8 | 0.6 | 26.3 | 4.2 (0.7) | 6.0 | 0.6 | 0.1 | 0 |
| run91d transient (12) | 437 | 318 | 10 (newton 5, be-state 5) | 379 | 6.93 | 361 | 270 | 4114 | 23963 | 5616 (1098/981/15/414/2976) | 82.7 | 0.0 / 0.0 | 33.0 | 13.8 | 370.5 | 77.7 (14.4) | 91.2 | 8.6 | 1.3 | 0 |
| run91d static (32) | 659 | 35 | 3 (newton 3) | 72 | 10.47 | 159 | 29 | 1258 | 11350 | 9354 (68/66/4/0/8928) | 5.6 | 0.0 / 0.0 | 16.0 | 6.5 | 415.9 | 12.8 (2.9) | 5.5 | 1.3 | 0.2 | 0 |
