| run / case | ms | accepted | rejected | Newton solves | iter/solve | Jacobians | solves opened preconditioned | residual evals | state calls | flashes (Newton-check/reconstructed-check/failed-pass/trace-seed/cold-seed) | flash ms (checks + trace seeds) | cold seed ms / cold rate-solve ms | Jacobian ms | reconstruct ms | alloc MB | Newton MB (Jacobian MB) | phase-check MB | reconstruct MB | conservation MB | predicted solves |
| 97f-DE-1s static (32) | 617 | 35 | 3 (newton 3) | 72 | 10.47 | 159 | 29 | 1258 | 11282 | 9286 (0/66/4/0/8928) | 2.6 | 468.5 / 479.1 | 16.8 | 6.2 | 138.3 | 12.5 (2.8) | 0.5 | 1.3 | 0.2 | 0 |
| 92-base-5s transient (12) | 349 | 227 | 19 (be-state 15, newton 4) | 281 | 8.50 | 381 | 194 | 3112 | 20127 | 5023 (807/738/12/358/2976) | 60.7 | 156.8 / 163.1 | 22.3 | 10.5 | 316.9 | 63.0 (14.8) | 67.8 | 6.5 | 0.9 | 0 |
| 92-base-5s static (32) | 654 | 35 | 3 (newton 3) | 72 | 10.47 | 159 | 29 | 1258 | 11350 | 9354 (68/66/4/0/8928) | 5.3 | 501.0 / 511.1 | 16.5 | 6.3 | 416.0 | 12.9 (3.0) | 5.5 | 1.3 | 0.2 | 0 |
| 97b-DE-5s transient (12) | 330 | 227 | 19 (be-state 15, newton 4) | 281 | 8.50 | 381 | 194 | 3112 | 19320 | 4216 (0/738/12/358/2976) | 34.0 | 156.8 / 163.6 | 23.7 | 11.1 | 132.5 | 60.7 (14.5) | 5.3 | 6.3 | 0.9 | 0 |
| 97b-DE-5s static (32) | 628 | 35 | 3 (newton 3) | 72 | 10.47 | 159 | 29 | 1258 | 11282 | 9286 (0/66/4/0/8928) | 2.9 | 475.9 / 487.3 | 17.7 | 6.8 | 138.3 | 12.5 (2.8) | 0.5 | 1.3 | 0.2 | 0 |
| 97d-ABCDE-5s transient (12) | 381 | 247 | 41 (newton 27, be-state 14) | 329 | 9.57 | 743 | 225 | 4975 | 29547 | 4372 (0/798/78/388/2976) | 38.1 | 157.2 / 163.8 | 42.0 | 11.7 | 176.4 | 100.6 (25.8) | 6.3 | 6.8 | 1.0 | 257 |
| 97d-ABCDE-5s static (32) | 586 | 33 | 1 (newton 1) | 68 | 10.32 | 141 | 29 | 1157 | 10602 | 8786 (0/64/2/0/8432) | 2.4 | 449.1 / 477.7 | 15.5 | 6.3 | 130.2 | 10.4 (2.6) | 0.5 | 1.3 | 0.2 | 1 |
| 91e-base-5s-hint transient (12) | 351 | 232 | 8 (newton 3, be-state 5) | 272 | 8.43 | 307 | 203 | 2908 | 18524 | 4968 (783/723/9/345/2976) | 59.0 | 0.0 / 0.0 | 26.6 | 10.2 | 308.9 | 57.9 (12.8) | 66.0 | 6.4 | 0.9 | 0 |
| 91e-base-5s-hint static (32) | 654 | 35 | 3 (newton 3) | 72 | 10.47 | 159 | 29 | 1258 | 11350 | 9354 (68/66/4/0/8928) | 5.3 | 0.0 / 0.0 | 19.8 | 6.7 | 416.0 | 12.9 (3.0) | 5.5 | 1.3 | 0.2 | 0 |
| 97c-DE-5s-hint transient (12) | 342 | 232 | 8 (newton 3, be-state 5) | 272 | 8.43 | 307 | 203 | 2908 | 17741 | 4185 (0/723/9/345/2976) | 33.6 | 158.1 / 165.7 | 27.2 | 11.2 | 125.6 | 54.7 (11.8) | 5.1 | 6.2 | 0.9 | 0 |
| 97c-DE-5s-hint static (32) | 624 | 35 | 3 (newton 3) | 72 | 10.47 | 159 | 29 | 1258 | 11282 | 9286 (0/66/4/0/8928) | 2.5 | 475.8 / 483.8 | 16.4 | 6.3 | 138.3 | 12.6 (2.8) | 0.5 | 1.3 | 0.2 | 0 |
