| case | ms | accepted | rejected | rejected by | Newton solves | Newton/accepted | iter/Newton | backtracks | Jacobians | LU ms | companion solves/filters | rate builds | seed calls/flashes | flashes | alloc MB |
|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|
| 0.05:4:false | 54 | 25 | 6 | newton 3, be-state 3 | 32 | 1.28 | 9.06 | 118 | 70 | 1.1 | 0/0 | 0 | 1/248 | 399 | 18 |
| 0.05:4:true | 32 | 23 | 4 | newton 1, be-state 3 | 28 | 1.22 | 8.54 | 114 | 59 | 0.7 | 0/0 | 0 | 1/248 | 365 | 14 |
| 0.05:5:false | 53 | 30 | 11 | newton 9, be-state 2 | 43 | 1.43 | 10.60 | 283 | 149 | 1.6 | 0/0 | 0 | 1/248 | 446 | 26 |
| 0.05:5:true | 39 | 23 | 4 | newton 1, be-state 3 | 30 | 1.30 | 8.60 | 136 | 66 | 0.6 | 0/0 | 0 | 1/248 | 368 | 16 |
| 0.05:6:false | 37 | 25 | 5 | newton 3, be-state 2 | 40 | 1.60 | 10.35 | 150 | 81 | 1.0 | 0/0 | 0 | 1/248 | 395 | 19 |
| 0.05:6:true | 33 | 25 | 6 | newton 5, be-state 1 | 41 | 1.64 | 10.29 | 221 | 114 | 1.1 | 0/0 | 0 | 1/248 | 383 | 21 |
| 0.02:4:false | 19 | 15 | 0 | - | 16 | 1.07 | 8.44 | 24 | 17 | 0.2 | 0/0 | 0 | 1/248 | 333 | 8 |
| 0.02:4:true | 24 | 18 | 4 | newton 4 | 23 | 1.28 | 10.48 | 187 | 69 | 0.5 | 0/0 | 0 | 1/248 | 347 | 14 |
| 0.02:5:false | 25 | 17 | 1 | newton 1 | 20 | 1.18 | 10.15 | 101 | 38 | 0.4 | 0/0 | 0 | 1/248 | 350 | 12 |
| 0.02:5:true | 21 | 15 | 0 | - | 17 | 1.13 | 8.71 | 66 | 24 | 0.4 | 0/0 | 0 | 1/248 | 321 | 9 |
| 0.02:6:false | 22 | 16 | 0 | - | 20 | 1.25 | 8.80 | 57 | 27 | 0.3 | 0/0 | 0 | 1/248 | 342 | 10 |
| 0.02:6:true | 22 | 15 | 0 | - | 19 | 1.27 | 8.74 | 41 | 29 | 0.3 | 0/0 | 0 | 1/248 | 323 | 10 |
| transient total | 381 | 247 | 41 | newton 27, be-state 14 | 329 | 1.33 | 9.57 | 1498 | 743 | 8.2 | 0/0 | 0 | 12/2976 | 4372 | 176 |
| static total (32 cases) | 586 | 33 | 1 | newton 1 | 68 | 2.06 | 10.32 | 387 | 141 | 10.8 | 0/0 | 0 | 34/8432 | 8786 | 130 |
| run / case | ms | accepted | rejected | Newton solves | iter/solve | Jacobians | solves opened preconditioned | residual evals | state calls | flashes (Newton-check/reconstructed-check/failed-pass/trace-seed/cold-seed) | flash ms (checks + trace seeds) | cold seed ms / cold rate-solve ms | Jacobian ms | reconstruct ms | alloc MB | Newton MB (Jacobian MB) | phase-check MB | reconstruct MB | conservation MB | predicted solves |
| static:5:102325.0:false:true | 14 | 1 | 0 | 2 | 10.00 | 3 | 1 | 30 | 305 | 260 (0/2/0/0/248) | 0.1 | 12.7 / 13.4 | 0.3 | 0.1 | 3.7 | 0.2 (0.1) | 0.0 | 0.0 | 0.0 | 0 |
| static:6:102325.0:false:true | 16 | 1 | 0 | 2 | 8.50 | 3 | 1 | 22 | 299 | 262 (0/2/0/0/248) | 0.1 | 13.8 / 14.5 | 0.3 | 0.2 | 3.9 | 0.2 (0.1) | 0.0 | 0.0 | 0.0 | 0 |
| static:3:150000.0:false:true | 13 | 1 | 0 | 3 | 9.00 | 8 | 0 | 65 | 356 | 256 (0/2/0/0/248) | 0.1 | 11.2 / 12.3 | 0.3 | 0.1 | 3.5 | 0.4 (0.1) | 0.0 | 0.0 | 0.0 | 0 |
| static:4:150000.0:false:true | 13 | 1 | 0 | 2 | 10.00 | 5 | 1 | 25 | 306 | 258 (0/2/0/0/248) | 0.1 | 11.6 / 12.3 | 0.3 | 0.1 | 3.5 | 0.2 (0.1) | 0.0 | 0.0 | 0.0 | 0 |
| static:5:150000.0:false:true | 14 | 1 | 0 | 2 | 14.50 | 6 | 1 | 68 | 355 | 260 (0/2/0/0/248) | 0.1 | 12.8 / 13.4 | 0.4 | 0.1 | 3.9 | 0.4 (0.1) | 0.0 | 0.0 | 0.0 | 0 |
| static:6:150000.0:false:true | 16 | 1 | 0 | 2 | 8.50 | 3 | 1 | 22 | 299 | 262 (0/2/0/0/248) | 0.1 | 13.9 / 14.7 | 0.3 | 0.1 | 3.9 | 0.2 (0.1) | 0.0 | 0.0 | 0.0 | 0 |
| static:3:102325.0:true:false | 12 | 1 | 0 | 2 | 10.00 | 3 | 1 | 29 | 300 | 256 (0/2/0/0/248) | 0.1 | 10.6 / 11.2 | 0.2 | 0.1 | 3.2 | 0.2 (0.0) | 0.0 | 0.0 | 0.0 | 0 |
| static:4:102325.0:true:false | 14 | 1 | 0 | 2 | 11.00 | 3 | 1 | 32 | 305 | 258 (0/2/0/0/248) | 0.1 | 12.2 / 12.8 | 0.2 | 0.1 | 3.5 | 0.2 (0.0) | 0.0 | 0.0 | 0.0 | 0 |
| static:5:102325.0:true:false | 15 | 1 | 0 | 2 | 11.00 | 3 | 1 | 32 | 307 | 260 (0/2/0/0/248) | 0.1 | 13.4 / 14.1 | 0.2 | 0.1 | 3.7 | 0.2 (0.0) | 0.0 | 0.0 | 0.0 | 0 |
| static:6:102325.0:true:false | 15 | 1 | 0 | 2 | 11.00 | 3 | 1 | 32 | 309 | 262 (0/2/0/0/248) | 0.1 | 13.8 / 14.5 | 0.2 | 0.1 | 3.9 | 0.2 (0.0) | 0.0 | 0.0 | 0.0 | 0 |
| static:3:150000.0:true:false | 11 | 1 | 0 | 2 | 10.00 | 3 | 1 | 30 | 301 | 256 (0/2/0/0/248) | 0.1 | 10.5 / 11.0 | 0.1 | 0.1 | 3.2 | 0.2 (0.0) | 0.0 | 0.0 | 0.0 | 0 |
| static:4:150000.0:true:false | 12 | 1 | 0 | 2 | 11.00 | 4 | 1 | 32 | 309 | 258 (0/2/0/0/248) | 0.1 | 11.5 / 12.0 | 0.1 | 0.1 | 3.5 | 0.2 (0.1) | 0.0 | 0.0 | 0.0 | 0 |
| static:5:150000.0:true:false | 14 | 1 | 0 | 2 | 11.00 | 3 | 1 | 32 | 307 | 260 (0/2/0/0/248) | 0.1 | 12.7 / 13.1 | 0.1 | 0.1 | 3.7 | 0.2 (0.0) | 0.0 | 0.0 | 0.0 | 0 |
| static:6:150000.0:true:false | 15 | 1 | 0 | 2 | 11.00 | 3 | 1 | 32 | 309 | 262 (0/2/0/0/248) | 0.1 | 13.9 / 14.5 | 0.2 | 0.2 | 3.9 | 0.2 (0.0) | 0.0 | 0.0 | 0.0 | 0 |
| static:3:102325.0:true:true | 11 | 1 | 0 | 2 | 9.50 | 3 | 1 | 29 | 300 | 256 (0/2/0/0/248) | 0.1 | 10.7 / 11.1 | 0.1 | 0.1 | 3.2 | 0.2 (0.0) | 0.0 | 0.0 | 0.0 | 0 |
| static:4:102325.0:true:true | 16 | 1 | 0 | 2 | 10.50 | 3 | 1 | 31 | 304 | 258 (0/2/0/0/248) | 0.1 | 11.3 / 12.0 | 0.2 | 0.2 | 3.7 | 0.5 (0.0) | 0.0 | 0.0 | 0.0 | 0 |
| static:5:102325.0:true:true | 15 | 1 | 0 | 2 | 10.50 | 3 | 1 | 31 | 306 | 260 (0/2/0/0/248) | 0.1 | 12.8 / 13.4 | 0.1 | 0.1 | 3.7 | 0.2 (0.0) | 0.0 | 0.0 | 0.0 | 0 |
| static:6:102325.0:true:true | 17 | 1 | 0 | 2 | 10.50 | 3 | 1 | 31 | 308 | 262 (0/2/0/0/248) | 0.1 | 15.1 / 15.6 | 0.1 | 0.1 | 3.9 | 0.2 (0.0) | 0.0 | 0.0 | 0.0 | 0 |
| static:3:150000.0:true:true | 43 | 2 | 1 (newton 1) | 5 | 14.40 | 30 | 0 | 231 | 1107 | 754 (0/2/2/0/744) | 0.1 | 32.2 / 12.6 | 0.9 | 0.1 | 12.6 | 2.4 (0.3) | 0.0 | 0.0 | 0.0 | 1 |
| static:4:150000.0:true:true | 13 | 1 | 0 | 2 | 11.00 | 5 | 0 | 24 | 305 | 258 (0/2/0/0/248) | 0.1 | 11.5 / 12.1 | 0.1 | 0.1 | 3.5 | 0.2 (0.1) | 0.0 | 0.0 | 0.0 | 0 |
| static:5:150000.0:true:true | 14 | 1 | 0 | 2 | 10.00 | 4 | 1 | 23 | 302 | 260 (0/2/0/0/248) | 0.1 | 12.6 / 13.2 | 0.1 | 0.1 | 3.7 | 0.2 (0.1) | 0.0 | 0.0 | 0.0 | 0 |
| static:6:150000.0:true:true | 15 | 1 | 0 | 2 | 10.00 | 4 | 1 | 23 | 304 | 262 (0/2/0/0/248) | 0.1 | 13.7 / 14.1 | 0.1 | 0.1 | 3.9 | 0.2 (0.1) | 0.0 | 0.0 | 0.0 | 0 |
| 0.05:4:false | 54 | 25 | 6 (newton 3, be-state 3) | 32 | 9.06 | 70 | 22 | 440 | 2689 | 399 (0/85/9/48/248) | 4.5 | 11.6 / 12.2 | 4.9 | 2.0 | 17.5 | 9.3 (2.6) | 0.7 | 0.7 | 0.1 | 27 |
| 0.05:4:true | 32 | 23 | 4 (newton 1, be-state 3) | 28 | 8.54 | 59 | 19 | 381 | 2370 | 365 (0/79/3/26/248) | 3.3 | 11.8 / 12.2 | 3.4 | 1.8 | 14.0 | 8.0 (2.2) | 0.6 | 0.6 | 0.1 | 23 |
| 0.05:5:false | 53 | 30 | 11 (newton 9, be-state 2) | 43 | 10.60 | 149 | 24 | 782 | 4722 | 446 (0/97/27/63/248) | 6.0 | 14.8 / 16.0 | 9.2 | 2.1 | 25.5 | 17.5 (5.3) | 0.9 | 0.8 | 0.1 | 37 |
| 0.05:5:true | 39 | 23 | 4 (newton 1, be-state 3) | 30 | 8.60 | 66 | 20 | 424 | 2589 | 368 (0/79/3/27/248) | 3.1 | 13.0 / 13.5 | 9.6 | 0.8 | 15.6 | 9.1 (2.6) | 0.6 | 0.7 | 0.1 | 23 |
| 0.05:6:false | 37 | 25 | 5 (newton 3, be-state 2) | 40 | 10.35 | 81 | 28 | 604 | 3308 | 395 (0/85/6/43/248) | 4.1 | 14.2 / 14.9 | 5.3 | 1.0 | 19.2 | 11.8 (2.8) | 0.7 | 0.8 | 0.1 | 26 |
| 0.05:6:true | 33 | 25 | 6 (newton 5, be-state 1) | 41 | 10.29 | 114 | 25 | 684 | 3961 | 383 (0/79/15/28/248) | 3.6 | 14.1 / 14.5 | 3.2 | 0.9 | 21.2 | 14.0 (3.6) | 0.7 | 0.7 | 0.1 | 27 |
| 0.02:4:false | 19 | 15 | 0 | 16 | 8.44 | 17 | 14 | 175 | 1115 | 333 (0/46/0/30/248) | 2.3 | 11.5 / 12.0 | 0.6 | 0.5 | 7.9 | 3.0 (0.5) | 0.3 | 0.4 | 0.1 | 14 |
| 0.02:4:true | 24 | 18 | 4 (newton 4) | 23 | 10.48 | 69 | 16 | 451 | 2635 | 347 (0/55/12/23/248) | 2.6 | 11.8 / 12.3 | 1.8 | 0.7 | 14.4 | 9.0 (2.1) | 0.5 | 0.4 | 0.1 | 21 |
| 0.02:5:false | 25 | 17 | 1 (newton 1) | 20 | 10.15 | 38 | 16 | 324 | 1834 | 350 (0/52/3/36/248) | 2.6 | 14.5 / 15.0 | 1.2 | 0.6 | 11.5 | 5.8 (1.2) | 0.4 | 0.4 | 0.1 | 16 |
| 0.02:5:true | 21 | 15 | 0 | 17 | 8.71 | 24 | 13 | 231 | 1396 | 321 (0/46/0/16/248) | 1.9 | 12.8 / 13.2 | 0.9 | 0.5 | 9.4 | 4.2 (0.9) | 0.3 | 0.4 | 0.1 | 14 |
| 0.02:6:false | 22 | 16 | 0 | 20 | 8.80 | 27 | 15 | 253 | 1488 | 342 (0/49/0/32/248) | 2.3 | 13.7 / 14.1 | 0.9 | 0.4 | 10.3 | 4.6 (0.9) | 0.3 | 0.4 | 0.1 | 15 |
| 0.02:6:true | 22 | 15 | 0 | 19 | 8.74 | 29 | 13 | 226 | 1440 | 323 (0/46/0/16/248) | 1.9 | 13.6 / 13.9 | 0.9 | 0.5 | 9.9 | 4.3 (1.0) | 0.3 | 0.4 | 0.1 | 14 |
| run97d transient (12) | 381 | 247 | 41 (newton 27, be-state 14) | 329 | 9.57 | 743 | 225 | 4975 | 29547 | 4372 (0/798/78/388/2976) | 38.1 | 157.2 / 163.8 | 42.0 | 11.7 | 176.4 | 100.6 (25.8) | 6.3 | 6.8 | 1.0 | 257 |
| run97d static (32) | 586 | 33 | 1 (newton 1) | 68 | 10.32 | 141 | 29 | 1157 | 10602 | 8786 (0/64/2/0/8432) | 2.4 | 449.1 / 477.7 | 15.5 | 6.3 | 130.2 | 10.4 (2.6) | 0.5 | 1.3 | 0.2 | 1 |
