| case | ms | accepted | rejected | rejected by | Newton solves | Newton/accepted | iter/Newton | backtracks | Jacobians | LU ms | companion solves/filters | rate builds | seed calls/flashes | flashes | alloc MB |
|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|
| 0.05:4:false | 59 | 27 | 6 | be-state 6 | 36 | 1.33 | 7.56 | 99 | 45 | 0.7 | 0/0 | 0 | 1/248 | 512 | 36 |
| 0.05:4:true | 38 | 27 | 6 | newton 1, be-state 5 | 34 | 1.26 | 7.41 | 57 | 44 | 0.5 | 0/0 | 0 | 1/248 | 491 | 32 |
| 0.05:5:false | 49 | 30 | 9 | newton 4, be-state 5 | 47 | 1.57 | 6.81 | 311 | 80 | 0.9 | 0/0 | 0 | 1/248 | 567 | 43 |
| 0.05:5:true | 50 | 27 | 6 | newton 2, be-state 4 | 36 | 1.33 | 8.17 | 126 | 59 | 0.7 | 0/0 | 0 | 1/248 | 496 | 36 |
| 0.05:6:false | 62 | 28 | 7 | newton 2, be-state 5 | 47 | 1.68 | 10.19 | 131 | 72 | 1.0 | 0/0 | 0 | 1/248 | 541 | 42 |
| 0.05:6:true | 34 | 27 | 6 | newton 1, be-state 5 | 45 | 1.67 | 8.82 | 95 | 50 | 0.9 | 0/0 | 0 | 1/248 | 517 | 38 |
| 0.02:4:false | 22 | 16 | 0 | - | 17 | 1.06 | 8.53 | 9 | 14 | 0.2 | 0/0 | 0 | 1/248 | 387 | 22 |
| 0.02:4:true | 20 | 16 | 0 | - | 17 | 1.06 | 7.71 | 2 | 12 | 0.1 | 0/0 | 0 | 1/248 | 372 | 21 |
| 0.02:5:false | 24 | 16 | 0 | - | 18 | 1.13 | 8.72 | 16 | 18 | 0.2 | 0/0 | 0 | 1/248 | 392 | 23 |
| 0.02:5:true | 23 | 16 | 0 | - | 18 | 1.13 | 8.00 | 22 | 15 | 0.2 | 0/0 | 0 | 1/248 | 377 | 23 |
| 0.02:6:false | 26 | 16 | 0 | - | 20 | 1.25 | 8.10 | 8 | 16 | 0.2 | 0/0 | 0 | 1/248 | 400 | 24 |
| 0.02:6:true | 24 | 16 | 0 | - | 20 | 1.25 | 7.80 | 0 | 17 | 0.2 | 0/0 | 0 | 1/248 | 385 | 24 |
| transient total | 431 | 262 | 40 | newton 10, be-state 30 | 355 | 1.35 | 8.19 | 876 | 442 | 5.8 | 0/0 | 0 | 12/2976 | 5437 | 365 |
| static total (32 cases) | 640 | 35 | 3 | newton 3 | 72 | 2.06 | 10.47 | 432 | 159 | 11.3 | 0/0 | 0 | 36/8928 | 9354 | 416 |
| run / case | ms | accepted | rejected | Newton solves | iter/solve | Jacobians | solves opened preconditioned | residual evals | state calls | flashes (Newton-check/reconstructed-check/failed-pass/trace-seed/cold-seed) | flash ms (checks + trace seeds) | cold seed ms / cold rate-solve ms | Jacobian ms | reconstruct ms | alloc MB | Newton MB (Jacobian MB) | phase-check MB | reconstruct MB | conservation MB | predicted solves |
| static:5:102325.0:false:true | 15 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 300 | 262 (2/2/0/0/248) | 0.2 | 0.0 / 0.0 | 0.2 | 0.2 | 11.1 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:6:102325.0:false:true | 17 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 302 | 264 (2/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.2 | 0.2 | 11.4 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:3:150000.0:false:true | 15 | 1 | 0 | 3 | 9.67 | 8 | 0 | 67 | 361 | 259 (3/2/0/0/248) | 0.2 | 0.0 / 0.0 | 0.4 | 0.1 | 10.9 | 0.5 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:4:150000.0:false:true | 13 | 1 | 0 | 2 | 10.00 | 3 | 1 | 22 | 297 | 260 (2/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.2 | 0.1 | 10.8 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:5:150000.0:false:true | 14 | 1 | 0 | 2 | 10.50 | 4 | 1 | 27 | 308 | 262 (2/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.2 | 0.1 | 11.1 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:6:150000.0:false:true | 16 | 1 | 0 | 2 | 10.00 | 3 | 1 | 22 | 301 | 264 (2/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.3 | 0.1 | 11.4 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:3:102325.0:true:false | 12 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 296 | 258 (2/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.2 | 0.1 | 10.5 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:4:102325.0:true:false | 13 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 298 | 260 (2/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.2 | 0.1 | 10.8 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:5:102325.0:true:false | 15 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 300 | 262 (2/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.2 | 0.1 | 11.1 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:6:102325.0:true:false | 16 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 302 | 264 (2/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.2 | 0.1 | 11.4 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:3:150000.0:true:false | 12 | 1 | 0 | 2 | 10.00 | 3 | 1 | 22 | 295 | 258 (2/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.1 | 0.1 | 10.5 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:4:150000.0:true:false | 13 | 1 | 0 | 2 | 9.50 | 4 | 1 | 21 | 300 | 260 (2/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.1 | 0.1 | 10.8 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:5:150000.0:true:false | 14 | 1 | 0 | 2 | 10.00 | 3 | 1 | 22 | 299 | 262 (2/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.1 | 0.1 | 11.1 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:6:150000.0:true:false | 16 | 1 | 0 | 2 | 10.00 | 3 | 1 | 22 | 301 | 264 (2/2/0/0/248) | 0.2 | 0.0 / 0.0 | 0.2 | 0.2 | 11.4 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:3:102325.0:true:true | 12 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 296 | 258 (2/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.1 | 0.1 | 10.5 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:4:102325.0:true:true | 13 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 298 | 260 (2/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.1 | 0.1 | 10.8 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:5:102325.0:true:true | 14 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 300 | 262 (2/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.1 | 0.1 | 11.1 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:6:102325.0:true:true | 16 | 1 | 0 | 2 | 10.00 | 3 | 1 | 22 | 301 | 264 (2/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.1 | 0.1 | 11.4 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:3:150000.0:true:true | 81 | 4 | 3 (newton 3) | 9 | 10.89 | 53 | 0 | 490 | 1970 | 1259 (5/4/4/0/1240) | 0.6 | 0.0 / 0.0 | 1.5 | 0.3 | 63.8 | 5.7 (0.6) | 0.6 | 0.1 | 0.0 | 0 |
| static:4:150000.0:true:true | 14 | 1 | 0 | 2 | 11.00 | 5 | 0 | 24 | 307 | 260 (2/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.1 | 0.1 | 12.3 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:5:150000.0:true:true | 15 | 1 | 0 | 2 | 10.00 | 3 | 1 | 22 | 299 | 262 (2/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.1 | 0.1 | 12.6 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:6:150000.0:true:true | 17 | 1 | 0 | 2 | 10.00 | 3 | 1 | 22 | 301 | 264 (2/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.1 | 0.1 | 12.9 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| 0.05:4:false | 59 | 27 | 6 (be-state 6) | 36 | 7.56 | 45 | 26 | 407 | 2432 | 512 (106/100/0/49/248) | 8.4 | 0.0 / 0.0 | 3.1 | 2.3 | 36.0 | 8.3 (1.9) | 9.0 | 0.8 | 0.1 | 0 |
| 0.05:4:true | 38 | 27 | 6 (newton 1, be-state 5) | 34 | 7.41 | 44 | 30 | 343 | 2238 | 491 (97/97/3/37/248) | 7.3 | 0.0 / 0.0 | 2.4 | 2.1 | 32.3 | 7.2 (1.8) | 8.6 | 0.8 | 0.1 | 0 |
| 0.05:5:false | 49 | 30 | 9 (newton 4, be-state 5) | 47 | 6.81 | 80 | 29 | 678 | 3729 | 567 (127/106/12/63/248) | 10.3 | 0.0 / 0.0 | 5.4 | 1.4 | 43.0 | 13.5 (3.1) | 10.7 | 0.9 | 0.1 | 0 |
| 0.05:5:true | 50 | 27 | 6 (newton 2, be-state 4) | 36 | 8.17 | 59 | 22 | 456 | 2750 | 496 (100/94/6/37/248) | 7.9 | 0.0 / 0.0 | 9.8 | 1.2 | 35.7 | 9.8 (2.5) | 8.7 | 0.8 | 0.1 | 0 |
| 0.05:6:false | 62 | 28 | 7 (newton 2, be-state 5) | 47 | 10.19 | 72 | 35 | 657 | 3540 | 541 (133/100/6/41/248) | 8.9 | 0.0 / 0.0 | 14.2 | 1.5 | 42.4 | 13.8 (3.2) | 10.4 | 0.9 | 0.1 | 0 |
| 0.05:6:true | 34 | 27 | 6 (newton 1, be-state 5) | 45 | 8.82 | 50 | 33 | 537 | 2921 | 517 (130/97/3/26/248) | 7.7 | 0.0 / 0.0 | 1.9 | 0.8 | 37.7 | 10.2 (1.9) | 10.0 | 0.9 | 0.1 | 0 |
| 0.02:4:false | 22 | 16 | 0 | 17 | 8.53 | 14 | 15 | 171 | 1127 | 387 (49/49/0/32/248) | 4.0 | 0.0 / 0.0 | 0.5 | 0.6 | 22.3 | 3.0 (0.5) | 4.3 | 0.4 | 0.1 | 0 |
| 0.02:4:true | 20 | 16 | 0 | 17 | 7.71 | 12 | 14 | 150 | 1060 | 372 (49/49/0/17/248) | 3.3 | 0.0 / 0.0 | 0.4 | 0.4 | 21.4 | 2.7 (0.4) | 4.3 | 0.4 | 0.1 | 0 |
| 0.02:5:false | 24 | 16 | 0 | 18 | 8.72 | 18 | 15 | 191 | 1226 | 392 (52/49/0/32/248) | 4.3 | 0.0 / 0.0 | 0.6 | 0.5 | 23.3 | 3.4 (0.6) | 4.4 | 0.4 | 0.1 | 0 |
| 0.02:5:true | 23 | 16 | 0 | 18 | 8.00 | 15 | 14 | 184 | 1203 | 377 (52/49/0/17/248) | 3.7 | 0.0 / 0.0 | 0.6 | 0.6 | 22.7 | 3.4 (0.6) | 4.4 | 0.4 | 0.1 | 0 |
| 0.02:6:false | 26 | 16 | 0 | 20 | 8.10 | 16 | 15 | 190 | 1225 | 400 (58/49/0/32/248) | 4.1 | 0.0 / 0.0 | 0.5 | 0.5 | 24.2 | 3.5 (0.6) | 4.7 | 0.5 | 0.1 | 0 |
| 0.02:6:true | 24 | 16 | 0 | 20 | 7.80 | 17 | 14 | 176 | 1211 | 385 (58/49/0/17/248) | 3.7 | 0.0 / 0.0 | 0.6 | 0.5 | 23.5 | 3.5 (0.7) | 4.7 | 0.5 | 0.1 | 0 |
| run91b transient (12) | 431 | 262 | 40 (be-state 30, newton 10) | 355 | 8.19 | 442 | 262 | 4140 | 24662 | 5437 (1011/888/30/400/2976) | 73.5 | 0.0 / 0.0 | 40.0 | 12.4 | 364.5 | 82.2 (17.9) | 84.0 | 7.8 | 1.1 | 0 |
| run91b static (32) | 640 | 35 | 3 (newton 3) | 72 | 10.47 | 159 | 29 | 1258 | 11350 | 9354 (68/66/4/0/8928) | 5.4 | 0.0 / 0.0 | 15.9 | 6.3 | 415.9 | 12.8 (2.9) | 5.5 | 1.3 | 0.2 | 0 |
