| case | ms | accepted | rejected | rejected by | Newton solves | Newton/accepted | iter/Newton | backtracks | Jacobians | LU ms | companion solves/filters | rate builds | seed calls/flashes | flashes | alloc MB |
|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|
| 0.05:4:false | 45 | 22 | 3 | be-state 3 | 26 | 1.18 | 8.23 | 27 | 31 | 0.5 | 0/0 | 0 | 1/248 | 445 | 29 |
| 0.05:4:true | 36 | 22 | 3 | be-state 3 | 28 | 1.27 | 7.50 | 48 | 36 | 0.4 | 0/0 | 0 | 1/248 | 444 | 28 |
| 0.05:5:false | 44 | 23 | 3 | newton 1, be-state 2 | 29 | 1.26 | 8.72 | 81 | 54 | 0.6 | 0/0 | 0 | 1/248 | 461 | 31 |
| 0.05:5:true | 31 | 22 | 3 | newton 1, be-state 2 | 30 | 1.36 | 8.43 | 54 | 43 | 0.5 | 0/0 | 0 | 1/248 | 449 | 30 |
| 0.05:6:false | 44 | 24 | 4 | newton 2, be-state 2 | 32 | 1.33 | 8.81 | 66 | 54 | 0.5 | 0/0 | 0 | 1/248 | 486 | 34 |
| 0.05:6:true | 30 | 22 | 3 | be-state 3 | 30 | 1.36 | 8.57 | 44 | 43 | 0.5 | 0/0 | 0 | 1/248 | 454 | 30 |
| 0.02:4:false | 20 | 15 | 0 | - | 16 | 1.07 | 8.75 | 27 | 15 | 0.2 | 0/0 | 0 | 1/248 | 379 | 22 |
| 0.02:4:true | 19 | 15 | 0 | - | 16 | 1.07 | 9.06 | 4 | 16 | 0.2 | 0/0 | 0 | 1/248 | 365 | 21 |
| 0.02:5:false | 22 | 16 | 0 | - | 18 | 1.13 | 9.83 | 39 | 22 | 0.3 | 0/0 | 0 | 1/248 | 392 | 24 |
| 0.02:5:true | 22 | 15 | 0 | - | 17 | 1.13 | 8.76 | 57 | 16 | 0.3 | 0/0 | 0 | 1/248 | 370 | 23 |
| 0.02:6:false | 24 | 16 | 0 | - | 20 | 1.25 | 8.70 | 7 | 24 | 0.3 | 0/0 | 0 | 1/248 | 400 | 24 |
| 0.02:6:true | 23 | 15 | 0 | - | 19 | 1.27 | 8.47 | 6 | 20 | 0.2 | 0/0 | 0 | 1/248 | 378 | 23 |
| transient total | 360 | 227 | 19 | newton 4, be-state 15 | 281 | 1.24 | 8.59 | 460 | 374 | 4.4 | 0/0 | 0 | 12/2976 | 5023 | 317 |
| static total (32 cases) | 635 | 35 | 3 | newton 3 | 72 | 2.06 | 10.47 | 432 | 159 | 12.8 | 0/0 | 0 | 36/8928 | 9354 | 416 |
| run / case | ms | accepted | rejected | Newton solves | iter/solve | Jacobians | solves opened preconditioned | residual evals | state calls | flashes (Newton-check/reconstructed-check/failed-pass/trace-seed/cold-seed) | flash ms (checks + trace seeds) | cold seed ms / cold rate-solve ms | Jacobian ms | reconstruct ms | alloc MB | Newton MB (Jacobian MB) | phase-check MB | reconstruct MB | conservation MB | predicted solves |
| static:5:102325.0:false:true | 15 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 300 | 262 (2/2/0/0/248) | 0.1 | 13.6 / 14.3 | 0.2 | 0.2 | 11.1 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:6:102325.0:false:true | 17 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 302 | 264 (2/2/0/0/248) | 0.1 | 15.6 / 16.3 | 0.3 | 0.1 | 11.4 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:3:150000.0:false:true | 14 | 1 | 0 | 3 | 9.67 | 8 | 0 | 67 | 361 | 259 (3/2/0/0/248) | 0.2 | 11.8 / 13.2 | 0.4 | 0.1 | 10.9 | 0.5 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:4:150000.0:false:true | 14 | 1 | 0 | 2 | 10.00 | 3 | 1 | 22 | 297 | 260 (2/2/0/0/248) | 0.1 | 12.4 / 13.1 | 0.2 | 0.1 | 10.8 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:5:150000.0:false:true | 15 | 1 | 0 | 2 | 10.50 | 4 | 1 | 27 | 308 | 262 (2/2/0/0/248) | 0.1 | 13.6 / 14.4 | 0.3 | 0.1 | 11.2 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:6:150000.0:false:true | 18 | 1 | 0 | 2 | 10.00 | 3 | 1 | 22 | 301 | 264 (2/2/0/0/248) | 0.1 | 16.2 / 17.0 | 0.2 | 0.2 | 11.4 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:3:102325.0:true:false | 12 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 296 | 258 (2/2/0/0/248) | 0.1 | 10.7 / 11.3 | 0.3 | 0.1 | 10.5 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:4:102325.0:true:false | 13 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 298 | 260 (2/2/0/0/248) | 0.1 | 11.7 / 12.2 | 0.2 | 0.1 | 10.8 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:5:102325.0:true:false | 14 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 300 | 262 (2/2/0/0/248) | 0.1 | 13.0 / 13.5 | 0.2 | 0.1 | 11.1 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:6:102325.0:true:false | 16 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 302 | 264 (2/2/0/0/248) | 0.1 | 14.2 / 15.1 | 0.2 | 0.2 | 11.4 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:3:150000.0:true:false | 12 | 1 | 0 | 2 | 10.00 | 3 | 1 | 22 | 295 | 258 (2/2/0/0/248) | 0.1 | 10.7 / 11.1 | 0.1 | 0.1 | 10.5 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:4:150000.0:true:false | 13 | 1 | 0 | 2 | 9.50 | 4 | 1 | 21 | 300 | 260 (2/2/0/0/248) | 0.1 | 11.8 / 12.3 | 0.1 | 0.1 | 10.8 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:5:150000.0:true:false | 14 | 1 | 0 | 2 | 10.00 | 3 | 1 | 22 | 299 | 262 (2/2/0/0/248) | 0.1 | 12.8 / 13.5 | 0.2 | 0.1 | 11.1 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:6:150000.0:true:false | 16 | 1 | 0 | 2 | 10.00 | 3 | 1 | 22 | 301 | 264 (2/2/0/0/248) | 0.1 | 14.1 / 14.7 | 0.1 | 0.1 | 11.4 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:3:102325.0:true:true | 12 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 296 | 258 (2/2/0/0/248) | 0.1 | 10.7 / 11.4 | 0.1 | 0.1 | 10.5 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:4:102325.0:true:true | 13 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 298 | 260 (2/2/0/0/248) | 0.1 | 11.8 / 12.3 | 0.1 | 0.1 | 10.8 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:5:102325.0:true:true | 14 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 300 | 262 (2/2/0/0/248) | 0.1 | 12.5 / 13.1 | 0.1 | 0.1 | 11.1 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:6:102325.0:true:true | 15 | 1 | 0 | 2 | 10.00 | 3 | 1 | 22 | 301 | 264 (2/2/0/0/248) | 0.1 | 13.7 / 14.2 | 0.1 | 0.1 | 11.4 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:3:150000.0:true:true | 76 | 4 | 3 (newton 3) | 9 | 10.89 | 53 | 0 | 490 | 1970 | 1259 (5/4/4/0/1240) | 0.5 | 56.0 / 13.9 | 1.3 | 0.3 | 63.9 | 5.7 (0.6) | 0.6 | 0.1 | 0.0 | 0 |
| static:4:150000.0:true:true | 14 | 1 | 0 | 2 | 11.00 | 5 | 0 | 24 | 307 | 260 (2/2/0/0/248) | 0.1 | 12.5 / 13.0 | 0.1 | 0.1 | 12.3 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| static:5:150000.0:true:true | 15 | 1 | 0 | 2 | 10.00 | 3 | 1 | 22 | 299 | 262 (2/2/0/0/248) | 0.1 | 13.4 / 13.9 | 0.1 | 0.1 | 12.6 | 0.2 (0.0) | 0.2 | 0.0 | 0.0 | 0 |
| static:6:150000.0:true:true | 16 | 1 | 0 | 2 | 10.00 | 3 | 1 | 22 | 301 | 264 (2/2/0/0/248) | 0.1 | 14.6 / 15.1 | 0.1 | 0.1 | 12.9 | 0.2 (0.1) | 0.2 | 0.0 | 0.0 | 0 |
| 0.05:4:false | 45 | 22 | 3 (be-state 3) | 26 | 8.23 | 31 | 19 | 267 | 1729 | 445 (76/76/0/36/248) | 6.3 | 12.6 / 13.2 | 2.8 | 1.6 | 29.2 | 5.4 (1.3) | 6.6 | 0.6 | 0.1 | 0 |
| 0.05:4:true | 36 | 22 | 3 (be-state 3) | 28 | 7.50 | 36 | 20 | 286 | 1880 | 444 (82/76/0/29/248) | 6.4 | 12.4 / 12.9 | 2.7 | 1.9 | 27.8 | 5.7 (1.3) | 6.9 | 0.6 | 0.1 | 0 |
| 0.05:5:false | 44 | 23 | 3 (newton 1, be-state 2) | 29 | 8.72 | 54 | 19 | 363 | 2291 | 461 (82/76/3/41/248) | 6.1 | 12.7 / 14.3 | 9.2 | 1.8 | 31.3 | 8.0 (2.3) | 7.0 | 0.7 | 0.1 | 0 |
| 0.05:5:true | 31 | 22 | 3 (newton 1, be-state 2) | 30 | 8.43 | 43 | 21 | 337 | 2118 | 449 (85/73/3/29/248) | 5.6 | 12.6 / 13.0 | 3.6 | 0.7 | 29.6 | 6.9 (1.7) | 7.0 | 0.6 | 0.1 | 0 |
| 0.05:6:false | 44 | 24 | 4 (newton 2, be-state 2) | 32 | 8.81 | 54 | 24 | 380 | 2396 | 486 (88/79/6/52/248) | 6.7 | 13.8 / 14.6 | 9.7 | 0.8 | 33.5 | 8.5 (2.4) | 7.5 | 0.7 | 0.1 | 0 |
| 0.05:6:true | 30 | 22 | 3 (be-state 3) | 30 | 8.57 | 43 | 21 | 331 | 2111 | 454 (88/76/0/29/248) | 6.3 | 13.7 / 14.2 | 1.6 | 0.8 | 30.1 | 6.7 (1.6) | 7.1 | 0.7 | 0.1 | 0 |
| 0.02:4:false | 20 | 15 | 0 | 16 | 8.75 | 15 | 14 | 183 | 1161 | 379 (46/46/0/30/248) | 3.7 | 11.7 / 12.2 | 0.5 | 0.6 | 21.7 | 3.2 (0.5) | 4.0 | 0.4 | 0.1 | 0 |
| 0.02:4:true | 19 | 15 | 0 | 16 | 9.06 | 16 | 13 | 165 | 1140 | 365 (46/46/0/16/248) | 3.2 | 11.6 / 12.0 | 0.5 | 0.5 | 21.0 | 3.1 (0.6) | 4.0 | 0.4 | 0.1 | 0 |
| 0.02:5:false | 22 | 16 | 0 | 18 | 9.83 | 22 | 15 | 234 | 1406 | 392 (52/49/0/32/248) | 4.0 | 12.8 / 13.2 | 0.8 | 0.6 | 23.7 | 4.2 (0.8) | 4.4 | 0.4 | 0.1 | 0 |
| 0.02:5:true | 22 | 15 | 0 | 17 | 8.76 | 16 | 13 | 223 | 1325 | 370 (49/46/0/16/248) | 3.4 | 12.7 / 13.2 | 0.7 | 0.6 | 22.5 | 4.1 (0.7) | 4.1 | 0.4 | 0.1 | 0 |
| 0.02:6:false | 24 | 16 | 0 | 20 | 8.70 | 24 | 15 | 201 | 1354 | 400 (58/49/0/32/248) | 4.1 | 14.1 / 14.6 | 0.9 | 0.4 | 24.1 | 4.0 (0.9) | 4.7 | 0.5 | 0.1 | 0 |
| 0.02:6:true | 23 | 15 | 0 | 19 | 8.47 | 20 | 13 | 186 | 1264 | 378 (55/46/0/16/248) | 3.5 | 14.2 / 14.6 | 0.6 | 0.4 | 22.9 | 3.7 (0.8) | 4.4 | 0.4 | 0.1 | 0 |
| run92d transient (12) | 360 | 227 | 19 (be-state 15, newton 4) | 281 | 8.59 | 374 | 207 | 3156 | 20175 | 5023 (807/738/12/358/2976) | 59.2 | 155.0 / 162.1 | 33.4 | 10.7 | 317.4 | 63.5 (14.8) | 67.8 | 6.5 | 0.9 | 0 |
| run92d static (32) | 635 | 35 | 3 (newton 3) | 72 | 10.47 | 159 | 29 | 1258 | 11350 | 9354 (68/66/4/0/8928) | 5.1 | 487.0 / 499.7 | 17.7 | 6.2 | 416.1 | 12.9 (3.0) | 5.5 | 1.3 | 0.2 | 0 |
